600,634,600,634,30,30,4.00
600,634,601,634,29,30,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,601,634,29,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,601,634,29,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,601,635,29,29,4.00
600,634,600,635,30,29,4.00
600,634,601,635,29,29,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,601,635,29,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,601,635,29,29,4.00
600,634,601,635,29,29,4.00
600,634,601,635,29,29,4.00
600,634,600,635,30,29,4.00
600,634,601,635,29,29,4.00
600,634,601,635,29,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,601,635,29,29,4.00
600,634,601,635,29,29,4.00
600,634,601,635,29,29,4.00
600,634,600,635,30,29,4.00
600,634,601,635,29,29,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,634,30,30,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,601,635,29,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
600,634,600,635,30,29,4.00
